N1,N2,N3,N4,N5,N6,N7
2.429140376,0.111260576,1.07208639,0.375710732,0.876070577,1.249484961,0.86005101
0,0,3.205312373,4.573721519,0.523909659,1.536925906,0
13.23987148,0,1.08678067,3.108665558,1.181403755,0.304460308,0
1.933105391,0.105451534,1.274633708,2.06753899,2.642470489,3.820533513,0.428638792
2.623834083,0.58938019,2.466167128,0.008516406,0.864207835,5.922900091,1.535176375
6.85725947,0.183852442,0,0.434939033,0.216446258,0.930370006,1.937939732
0,0.583610016,0,0,1.009848703,1.657173849,0
2.182246082,0,2.654855443,0,0.829969727,2.057523727,5.161498031
0.776882157,0,1.53816351,3.094531679,1.121384718,2.47081786,0.60438677
3.661002195,1.165253903,2.100086735,2.776933067,0.383070164,1.183327747,0
0,0,0,0.950071133,0.326736578,0.385915084,1.714894647
2.446539139,1.23144747,0,0.582997206,0.207398602,2.217900482,0.520194648
3.369917867,0,1.347480624,0.925870229,0.268639553,1.784891273,0
1.036896466,0,1.014709376,2.367010702,0,3.25560183,0.788311829
5.78404313,0.122943537,1.65750713,0,2.141098733,3.543269368,0.210363183
0,1.255258377,1.066305103,0,1.359243218,0,1.168961646
0,0.635220076,2.294319872,1.950419953,2.07297978,1.954015161,1.671681485
2.531927687,0,0.756939121,0.527970152,0,0,1.27110775
0.828783963,0,1.185246339,0.370400479,1.161354107,0,0.025930242
1.130015723,0.204023254,0,0,0.065943074,1.136124221,0.935595146
11.4220886,0.311260023,1.167410917,2.941001166,0.233011122,2.383477029,0.72647974
0,0.204161533,1.832198004,1.838990202,0.349396118,3.65925164,0.695523045
7.590170076,0.593419436,1.134740732,0.805474471,0.102094156,0.746068356,0.250059901
4.085782032,0,0.648834554,1.359364468,1.272537777,0.442615297,0.247450247
4.677227981,0.343819925,0,2.234458581,0,2.353284087,0
0.320178723,0,0.84540657,4.908684526,1.194122046,0,0
9.034673617,0.406566641,0.475772667,2.615153224,0.14090723,0,0
0,0.632828365,0,0,0.03642625,0.929520035,0.049599822
13.73410817,0,1.799173598,2.177098999,0,2.110456571,0.470249695
10.06248555,1.759797898,0.555888057,2.892682692,0.254742171,1.974938408,1.117663532
1.603041752,0,0.53386321,2.209960176,0,0,0
7.358155061,0.479721383,0.536641948,1.500962505,0.058976363,0.888250311,0
3.796304531,1.164285084,0,1.15321145,1.267547648,1.740670139,0.038806761
0,0.820912949,0.326377191,0.351944885,0.618575887,0.111228908,0
3.010374575,0,0.538660164,0,0.463377182,0,0.979903323
0,0.905634707,0,0,0.976401722,3.00769875,0.334767436
0,0,0,2.570896323,0.634016081,1.47194213,0
0.219556433,0,1.562628896,4.123434886,0.774281738,1.411680696,0.356244606
